label,message,tokens,message_length,word_count,avg_word_length
0,pls she needs to dat slowly or she will vomit more,"['pls', 'needs', 'dat', 'slowly', 'vomit']",50,11,4.545454545454546
0,how are you my love are you with your brother time to talk english with him grins say hey muhommad penny says hello from across the sea,"['love', 'brother', 'time', 'talk', 'english', 'grins', 'say', 'hey', 'muhommad', 'penny', 'says', 'hello', 'across', 'sea']",135,27,5.0
0,i dont know exactly could you ask chechi,"['dont', 'know', 'exactly', 'could', 'ask', 'chechi']",40,8,5.0
0,pls accept me for one day or am begging you change the number,"['pls', 'accept', 'one', 'day', 'begging', 'change', 'number']",61,13,4.6923076923076925
0,is that on the telly no its brdget jones,"['telly', 'brdget', 'jones']",40,9,4.444444444444445
0,ok i found dis pierre cardin one which looks normal costs its on sale,"['ok', 'found', 'dis', 'pierre', 'cardin', 'one', 'looks', 'normal', 'costs', 'sale']",69,14,4.928571428571429
0,dunno da next show aft is toa payoh got,"['dunno', 'da', 'next', 'show', 'aft', 'toa', 'payoh', 'got']",39,9,4.333333333333333
0,hmmm and imagine after youve come home from that having to rub my feet make me dinner and help me get ready for my date are you sure your ready for that kind of life,"['hmmm', 'imagine', 'youve', 'come', 'home', 'rub', 'feet', 'make', 'dinner', 'help', 'get', 'ready', 'date', 'sure', 'ready', 'kind', 'life']",165,35,4.714285714285714
0,what was she looking for,['looking'],24,5,4.8
0,then dun wear jeans lor,"['dun', 'wear', 'jeans', 'lor']",23,5,4.6
0,but really quite funny lor wat then u shd haf run shorter distance wat,"['really', 'quite', 'funny', 'lor', 'wat', 'u', 'shd', 'haf', 'run', 'shorter', 'distance', 'wat']",70,14,5.0
0,ive been barred from all b and q stores for lifethis twat in orange dungerees came up to me and asked if i wanted decking so i got the first punch in,"['ive', 'barred', 'b', 'q', 'stores', 'lifethis', 'twat', 'orange', 'dungerees', 'came', 'asked', 'wanted', 'decking', 'got', 'first', 'punch']",149,32,4.65625
0,yup i thk they r e teacher said that will make my face look longer darren ask me not cut too short,"['yup', 'thk', 'r', 'e', 'teacher', 'said', 'make', 'face', 'look', 'longer', 'darren', 'ask', 'cut', 'short']",98,22,4.454545454545454
1,will u meet ur dream partner soon is ur career off a flyng start find out free txt horo followed by ur star sign e g horo aries,"['u', 'meet', 'ur', 'dream', 'partner', 'soon', 'ur', 'career', 'flyng', 'start', 'find', 'free', 'txt', 'horo', 'followed', 'ur', 'star', 'sign', 'e', 'g', 'horo', 'aries']",127,28,4.535714285714286
0,aight what time you want me to come up,"['aight', 'time', 'want', 'come']",38,9,4.222222222222222
0,hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx,"['hi', 'darlin', 'cantdo', 'anythingtomorrow', 'myparents', 'aretaking', 'outfor', 'meal', 'u', 'free', 'katexxx']",99,17,5.823529411764706
0,ive been searching for the right words to thank you for this breather i promise i wont take your help for granted and will fulfil my promise you have been wonderful and a blessing at all times,"['ive', 'searching', 'right', 'words', 'thank', 'breather', 'promise', 'wont', 'take', 'help', 'granted', 'fulfil', 'promise', 'wonderful', 'blessing', 'times']",192,37,5.1891891891891895
0,ive reached home n i bathe liao u can call me now,"['ive', 'reached', 'home', 'n', 'bathe', 'liao', 'u', 'call']",49,12,4.083333333333333
0,yo you guys ever figure out how much we need for alcohol jay and i are trying to figure out how much we can safely spend on weed,"['yo', 'guys', 'ever', 'figure', 'much', 'need', 'alcohol', 'jay', 'trying', 'figure', 'much', 'safely', 'spend', 'weed']",128,28,4.571428571428571
0,din i tell u jus now,"['din', 'tell', 'u', 'jus']",20,6,3.3333333333333335
0,wish i were with you now,['wish'],24,6,4.0
0,i couldnt say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night,"['couldnt', 'say', 'dying', 'man', 'feel', 'sad', 'go', 'wanted', 'know', 'would', 'probably', 'gone', 'late', 'night']",149,36,4.138888888888889
0,awesome plan to get here any time after like ltgt ill text you details in a wee bit,"['awesome', 'plan', 'get', 'time', 'like', 'ltgt', 'ill', 'text', 'details', 'wee', 'bit']",83,18,4.611111111111111
0,aaooooright are you at work,"['aaooooright', 'work']",27,5,5.4
0,she left it very vague she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place but checking online now and all places around usc are ltgt and up,"['left', 'vague', 'said', 'would', 'inform', 'person', 'accounting', 'delayed', 'rent', 'discuss', 'housing', 'agency', 'renting', 'another', 'place', 'checking', 'online', 'places', 'around', 'usc', 'ltgt']",248,46,5.391304347826087
0,daddy will take good care of you,"['daddy', 'take', 'good', 'care']",32,7,4.571428571428571
0,sno competition for him,"['sno', 'competition']",23,4,5.75
1,money you r a lucky winner claim your prize text money over million to give away pptxnormal text rate box wtjy,"['money', 'r', 'lucky', 'winner', 'claim', 'prize', 'text', 'money', 'million', 'give', 'away', 'pptxnormal', 'text', 'rate', 'box', 'wtjy']",110,21,5.238095238095238
0,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,"['know', 'grumpy', 'old', 'people', 'mom', 'like', 'better', 'lying', 'always', 'one', 'play', 'jokes']",109,24,4.541666666666667
0,height of confidence all the aeronautics professors wer calld amp they wer askd sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only didnt move he saidif it is made by my studentsthis wont even start datz confidence,"['height', 'confidence', 'aeronautics', 'professors', 'wer', 'calld', 'amp', 'wer', 'askd', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'ws', 'made', 'students', 'dey', 'hurried', 'plane', 'bt', 'didnt', 'move', 'saidif', 'made', 'studentsthis', 'wont', 'even', 'start', 'datz', 'confidence']",289,55,5.254545454545455
0,yoyyooo u know how to change permissions for a drive in mac my usb flash drive,"['yoyyooo', 'u', 'know', 'change', 'permissions', 'drive', 'mac', 'usb', 'flash', 'drive']",78,16,4.875
0,hello as per request from ltgt rs has been transfered to you,"['hello', 'per', 'request', 'ltgt', 'rs', 'transfered']",60,12,5.0
0,you are right though i cant give you the space you want and need this is really starting to become an issue i was going to suggest setting a definite move outif im still there after greece but maybe you are ready and should do it now,"['right', 'though', 'cant', 'give', 'space', 'want', 'need', 'really', 'starting', 'become', 'issue', 'going', 'suggest', 'setting', 'definite', 'move', 'outif', 'im', 'still', 'greece', 'maybe', 'ready']",233,47,4.957446808510638
0,i thk shd be ok he said plus minus did leave a line in between paragraphs,"['thk', 'shd', 'ok', 'said', 'plus', 'minus', 'leave', 'line', 'paragraphs']",73,16,4.5625
0,how many times i told in the stage all use to laugh you not listen aha,"['many', 'times', 'told', 'stage', 'use', 'laugh', 'listen', 'aha']",70,16,4.375
0,no idea i guess well work that out an hour after were supposed to leave since as usual nobody has any interest in figuring shit out before the last second,"['idea', 'guess', 'well', 'work', 'hour', 'supposed', 'leave', 'since', 'usual', 'nobody', 'interest', 'figuring', 'shit', 'last', 'second']",154,30,5.133333333333334
0,gokila is talking with you aha,"['gokila', 'talking', 'aha']",30,6,5.0
0,no shoot me im in the docs waiting room,"['shoot', 'im', 'docs', 'waiting', 'room']",39,9,4.333333333333333
0,macha dont feel upseti can assume your mindsetbelieve me one evening with me and i have some wonderful plans for both of uslet life begin againcall me anytime,"['macha', 'dont', 'feel', 'upseti', 'assume', 'mindsetbelieve', 'one', 'evening', 'wonderful', 'plans', 'uslet', 'life', 'begin', 'againcall', 'anytime']",158,28,5.642857142857143
0,appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problms litres watrdayno diseases snd ths whom u care,"['appledayno', 'doctor', 'tulsi', 'leafdayno', 'cancer', 'lemondayno', 'fat', 'cup', 'milkdayno', 'bone', 'problms', 'litres', 'watrdayno', 'diseases', 'snd', 'ths', 'u', 'care']",128,19,6.7368421052631575
1,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations wwwphbcom php,"['reply', 'name', 'address', 'receive', 'post', 'weeks', 'completely', 'free', 'accommodation', 'various', 'global', 'locations', 'wwwphbcom', 'php']",141,23,6.130434782608695
0,good morning my dear have a great amp successful day,"['good', 'morning', 'dear', 'great', 'amp', 'successful', 'day']",52,10,5.2
1,urgent call from landline your complementary tenerife holiday or cash await collection sae tcs po box wa px ppm sender hol offer,"['urgent', 'call', 'landline', 'complementary', 'tenerife', 'holiday', 'cash', 'await', 'collection', 'sae', 'tcs', 'po', 'box', 'wa', 'px', 'ppm', 'sender', 'hol', 'offer']",128,22,5.818181818181818
0,cab is availablethey pick up and drop at door steps,"['cab', 'availablethey', 'pick', 'drop', 'door', 'steps']",51,10,5.1
0,that is wondar full flim,"['wondar', 'full', 'flim']",24,5,4.8
1,free tarot texts find out about your love life now try for free text chance to only after free msgs each,"['free', 'tarot', 'texts', 'find', 'love', 'life', 'try', 'free', 'text', 'chance', 'free', 'msgs']",104,21,4.9523809523809526
0,havent planning to buy later i check already lido only got show in e afternoon u finish work already,"['havent', 'planning', 'buy', 'later', 'check', 'already', 'lido', 'got', 'show', 'e', 'afternoon', 'u', 'finish', 'work', 'already']",100,19,5.2631578947368425
0,im also came to room,"['im', 'also', 'came', 'room']",20,5,4.0
1,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from ofwd only ptxt,"['wont', 'believe', 'true', 'incredible', 'txts', 'reply', 'g', 'learn', 'truly', 'amazing', 'things', 'blow', 'mind', 'ofwd', 'ptxt']",139,27,5.148148148148148
0,ltgt ish minutes was minutes ago wtf,"['ltgt', 'ish', 'minutes', 'minutes', 'ago', 'wtf']",36,7,5.142857142857143
0,yep the great loxahatchee xmas tree burning of ltgt starts in an hour,"['yep', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'ltgt', 'starts', 'hour']",69,13,5.3076923076923075
0,probably gonna swing by in a wee bit,"['probably', 'gon', 'na', 'swing', 'wee', 'bit']",36,8,4.5
0,today iz yellow rose day if u love my frndship give me misscall amp send this to ur frndz amp see how many miss calls u get if u get missed u marry ur lover,"['today', 'iz', 'yellow', 'rose', 'day', 'u', 'love', 'frndship', 'give', 'misscall', 'amp', 'send', 'ur', 'frndz', 'amp', 'see', 'many', 'miss', 'calls', 'u', 'get', 'u', 'get', 'missed', 'u', 'marry', 'ur', 'lover']",156,35,4.457142857142857
0,you bad girl i can still remember them,"['bad', 'girl', 'still', 'remember']",38,8,4.75
0,sorry i now then c ur msg yar lor so poor thing but only one night tmr ull have a brand new room sleep in,"['sorry', 'c', 'ur', 'msg', 'yar', 'lor', 'poor', 'thing', 'one', 'night', 'tmr', 'ull', 'brand', 'new', 'room', 'sleep']",105,25,4.2
0,never y lei i v lazy got wat dat day send me da url cant work one,"['never', 'lei', 'v', 'lazy', 'got', 'wat', 'dat', 'day', 'send', 'da', 'url', 'cant', 'work', 'one']",65,17,3.823529411764706
0,hey they r not watching movie tonight so ill prob b home early,"['hey', 'r', 'watching', 'movie', 'tonight', 'ill', 'prob', 'b', 'home', 'early']",62,13,4.769230769230769
0,urgh coach hot smells of chip fat thanks again especially for the duvet not a predictive text word,"['urgh', 'coach', 'hot', 'smells', 'chip', 'fat', 'thanks', 'especially', 'duvet', 'predictive', 'text', 'word']",98,18,5.444444444444445
1,reply to win weekly where will the fifa world cup be held send stop to to end service,"['reply', 'win', 'weekly', 'fifa', 'world', 'cup', 'held', 'send', 'stop', 'end', 'service']",85,18,4.722222222222222
0,keng rocking in ashes,"['keng', 'rocking', 'ashes']",21,4,5.25
0,dear relieved of westonzoyland all going to plan this end too,"['dear', 'relieved', 'westonzoyland', 'going', 'plan', 'end']",61,11,5.545454545454546
0,good afternoon my love how goes that day i hope maybe you got some leads on a job i think of you boytoy and send you a passionate kiss from across the sea,"['good', 'afternoon', 'love', 'goes', 'day', 'hope', 'maybe', 'got', 'leads', 'job', 'think', 'boytoy', 'send', 'passionate', 'kiss', 'across', 'sea']",154,33,4.666666666666667
0,congrats treat pendingi am not on mail for dayswill mail once thrurespect mother at homecheck mails,"['congrats', 'treat', 'pendingi', 'mail', 'dayswill', 'mail', 'thrurespect', 'mother', 'homecheck', 'mails']",99,16,6.1875
0,tell me something thats okay,"['tell', 'something', 'thats', 'okay']",28,5,5.6
0,sweet we may or may not go to u to meet carlos so gauge pattys interest in that,"['sweet', 'may', 'may', 'go', 'u', 'meet', 'carlos', 'gauge', 'pattys', 'interest']",79,18,4.388888888888889
0,she doesnt need any test,"['doesnt', 'need', 'test']",24,5,4.8
0,hey sweet i was wondering when you had a moment if you might come to me i want to send a file to someone but it wont go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc could you tell me how to do that or do you know some other way to download big files because they can download stuff directly from the internet any help would be great my prey teasing kiss,"['hey', 'sweet', 'wondering', 'moment', 'might', 'come', 'want', 'send', 'file', 'someone', 'wont', 'go', 'yahoo', 'connection', 'sucks', 'remember', 'set', 'page', 'go', 'download', 'format', 'disc', 'could', 'tell', 'know', 'way', 'download', 'big', 'files', 'download', 'stuff', 'directly', 'internet', 'help', 'would', 'great', 'prey', 'teasing', 'kiss']",439,90,4.877777777777778
0,po de no need job aha,"['po', 'de', 'need', 'job', 'aha']",21,6,3.5
0,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'rays', 'leaves', 'worries', 'blue', 'blue', 'bay', 'gud', 'mrng']",153,31,4.935483870967742
0,u studying in sch or going home anyway ill b going sch later,"['u', 'studying', 'sch', 'going', 'home', 'anyway', 'ill', 'b', 'going', 'sch', 'later']",60,13,4.615384615384615
0,my trip was ok but quite tiring lor uni starts today but its ok me cos im not taking any modules but jus concentrating on my final yr project,"['trip', 'ok', 'quite', 'tiring', 'lor', 'uni', 'starts', 'today', 'ok', 'cos', 'im', 'taking', 'modules', 'jus', 'concentrating', 'final', 'yr', 'project']",141,29,4.862068965517241
0,now whats your house again and do you have any beer there,"['whats', 'house', 'beer']",57,12,4.75
0,tunde how are you doing this is just wishing you a great day abiola,"['tunde', 'wishing', 'great', 'day', 'abiola']",67,14,4.785714285714286
1,private your account statement for,"['private', 'account', 'statement']",34,5,6.8
0,you sure your neighbors didnt pick it up,"['sure', 'neighbors', 'didnt', 'pick']",40,8,5.0
0,gr so how do you handle the victoria island traffic plus whens the album due,"['gr', 'handle', 'victoria', 'island', 'traffic', 'plus', 'whens', 'album', 'due']",76,15,5.066666666666666
0,is there any movie theatre i can go to and watch unlimited movies and just pay once,"['movie', 'theatre', 'go', 'watch', 'unlimited', 'movies', 'pay']",83,17,4.882352941176471
0,long time you remember me today,"['long', 'time', 'remember', 'today']",31,6,5.166666666666667
0,oh ok no prob,"['oh', 'ok', 'prob']",13,4,3.25
0,hey i will be late ah meet you at,"['hey', 'late', 'ah', 'meet']",33,9,3.6666666666666665
1,urgent this is the nd attempt to contact uu have won call b tcsbcmwcnxxcallcostppmmobilesvary max,"['urgent', 'nd', 'attempt', 'contact', 'uu', 'call', 'b', 'tcsbcmwcnxxcallcostppmmobilesvary', 'max']",97,15,6.466666666666667
0,can you talk with me,['talk'],20,5,4.0
0,ok let u noe when i leave my house,"['ok', 'let', 'u', 'noe', 'leave', 'house']",34,9,3.7777777777777777
0,yeah no probs last night is obviously catching up with you speak soon,"['yeah', 'probs', 'last', 'night', 'obviously', 'catching', 'speak', 'soon']",69,13,5.3076923076923075
1,reminder from o to get pounds free call credit and details of great offers pls reply this text with your valid name house no and postcode,"['reminder', 'get', 'pounds', 'free', 'call', 'credit', 'details', 'great', 'offers', 'pls', 'reply', 'text', 'valid', 'name', 'house', 'postcode']",137,26,5.269230769230769
0,nvm im going to wear my sport shoes anyway im going to be late leh,"['nvm', 'im', 'going', 'wear', 'sport', 'shoes', 'anyway', 'im', 'going', 'late', 'leh']",66,15,4.4
0,hi did u decide wot get his bday if not ill prob jus get him a voucher frm virgin or sumfing,"['hi', 'u', 'decide', 'wot', 'get', 'bday', 'ill', 'prob', 'jus', 'get', 'voucher', 'frm', 'virgin', 'sumfing']",92,21,4.380952380952381
0,not a drop in the tank,"['drop', 'tank']",22,6,3.6666666666666665
0,omg how did u know what i ate,"['omg', 'u', 'know', 'ate']",29,8,3.625
0,dear why you mood off i cant drive so i brother to drive,"['dear', 'mood', 'cant', 'drive', 'brother', 'drive']",56,13,4.3076923076923075
0,teach me apps da when you come to college,"['teach', 'apps', 'da', 'come', 'college']",41,9,4.555555555555555
1,lord of the ringsreturn of the king in store nowreply lotr by june chance win lotr soundtrack cds stdtxtrate reply stop to end txts,"['lord', 'ringsreturn', 'king', 'store', 'nowreply', 'lotr', 'june', 'chance', 'win', 'lotr', 'soundtrack', 'cds', 'stdtxtrate', 'reply', 'stop', 'end', 'txts']",131,24,5.458333333333333
1,great new offer double mins double txt on best orange tariffs and get latest camera phones free call mobileupd free on now or stoptxt tcs,"['great', 'new', 'offer', 'double', 'mins', 'double', 'txt', 'best', 'orange', 'tariffs', 'get', 'latest', 'camera', 'phones', 'free', 'call', 'mobileupd', 'free', 'stoptxt', 'tcs']",137,25,5.48
0,i liked your new house,"['liked', 'new', 'house']",22,5,4.4
0,aiyah ok wat as long as got improve can already wat,"['aiyah', 'ok', 'wat', 'long', 'got', 'improve', 'already', 'wat']",51,11,4.636363636363637
0,today am going to college so am not able to atten the class,"['today', 'going', 'college', 'able', 'atten', 'class']",59,13,4.538461538461538
0,what will we do in the shower baby,"['shower', 'baby']",34,8,4.25
0,mm i had my food da from out,"['mm', 'food', 'da']",28,8,3.5
0,thanks fills me with complete calm and reassurance,"['thanks', 'fills', 'complete', 'calm', 'reassurance']",50,8,6.25
0,i hope you know im still mad at you,"['hope', 'know', 'im', 'still', 'mad']",35,9,3.888888888888889
0,we not watching movie already xy wants shop so im shopping w her now,"['watching', 'movie', 'already', 'xy', 'wants', 'shop', 'im', 'shopping', 'w']",68,14,4.857142857142857
0,good good job i like entrepreneurs,"['good', 'good', 'job', 'like', 'entrepreneurs']",34,6,5.666666666666667
0,ok im waliking ard now do u wan me buy anything go ur house,"['ok', 'im', 'waliking', 'ard', 'u', 'wan', 'buy', 'anything', 'go', 'ur', 'house']",59,14,4.214285714285714
1,todays voda numbers ending are selected to receive a award if you have a match please call quoting claim code standard rates app,"['todays', 'voda', 'numbers', 'ending', 'selected', 'receive', 'award', 'match', 'please', 'call', 'quoting', 'claim', 'code', 'standard', 'rates', 'app']",128,23,5.565217391304348
0,thats cool i am a gentleman and will treat you with dignity and respect,"['thats', 'cool', 'gentleman', 'treat', 'dignity', 'respect']",71,14,5.071428571428571
0,do all wan meet up n combine all the parts hows da rest of da project going,"['wan', 'meet', 'n', 'combine', 'parts', 'hows', 'da', 'rest', 'da', 'project', 'going']",75,17,4.411764705882353
0,kkhow is your sister kids,"['kkhow', 'sister', 'kids']",25,5,5.0
0,ups which is days also and the shipping company that takes wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff,"['ups', 'days', 'also', 'shipping', 'company', 'takes', 'wks', 'way', 'usps', 'takes', 'week', 'gets', 'lag', 'may', 'bribe', 'nipost', 'get', 'stuff']",174,37,4.702702702702703
0,my battery is low babe,"['battery', 'low', 'babe']",22,5,4.4
0,if he started searching he will get job in few dayshe have great potential and talent,"['started', 'searching', 'get', 'job', 'dayshe', 'great', 'potential', 'talent']",85,16,5.3125
0,just getting back home,"['getting', 'back', 'home']",22,4,5.5
0,yo you at jp and hungry like a mofo,"['yo', 'jp', 'hungry', 'like', 'mofo']",35,9,3.888888888888889
0,where are you what are you doing are yuou working on getting the pc to your moms did you find a spot that it would work i need you,"['yuou', 'working', 'getting', 'pc', 'moms', 'find', 'spot', 'would', 'work', 'need']",130,29,4.482758620689655
0,what to think no one saying clearly ok leave no need to ask her i will go if she come or not,"['think', 'one', 'saying', 'clearly', 'ok', 'leave', 'need', 'ask', 'go', 'come']",92,22,4.181818181818182
0,im still pretty weak today bad day,"['im', 'still', 'pretty', 'weak', 'today', 'bad', 'day']",34,7,4.857142857142857
0,poyyarikaturkolathupalayamunjalur posterode dis ltgt,"['poyyarikaturkolathupalayamunjalur', 'posterode', 'dis', 'ltgt']",52,4,13.0
0,yo carlos a few friends are already asking me about you you working at all this weekend,"['yo', 'carlos', 'friends', 'already', 'asking', 'working', 'weekend']",87,17,5.117647058823529
0,sorry you never hear unless you book it one was kinda a jokethet were really looking for skinny white girls the other was one lineyou can only do so much on camera with that something like that theyre casting on the look,"['sorry', 'never', 'hear', 'unless', 'book', 'one', 'kinda', 'jokethet', 'really', 'looking', 'skinny', 'white', 'girls', 'one', 'lineyou', 'much', 'camera', 'something', 'like', 'theyre', 'casting', 'look']",220,42,5.238095238095238
0,no wonder cos i dun rem seeing a silver car but i thk i saw a black one,"['wonder', 'cos', 'dun', 'rem', 'seeing', 'silver', 'car', 'thk', 'saw', 'black', 'one']",71,18,3.9444444444444446
0,yeah i dont see why not,"['yeah', 'dont', 'see']",23,6,3.8333333333333335
0,k and youre sure i dont have to have consent forms to do it v,"['k', 'youre', 'sure', 'dont', 'consent', 'forms', 'v']",61,15,4.066666666666666
0,well then you have a great weekend,"['well', 'great', 'weekend']",34,7,4.857142857142857
1,someone has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline poboxntf,"['someone', 'conacted', 'dating', 'service', 'entered', 'phone', 'fancy', 'youto', 'find', 'call', 'landline', 'poboxntf']",134,23,5.826086956521739
0,still chance there if you search hard you will get itlet have a try,"['still', 'chance', 'search', 'hard', 'get', 'itlet', 'try']",67,14,4.785714285714286
0,ron say fri leh n he said ding tai feng cant make reservations but he said wait lor,"['ron', 'say', 'fri', 'leh', 'n', 'said', 'ding', 'tai', 'feng', 'cant', 'make', 'reservations', 'said', 'wait', 'lor']",83,18,4.611111111111111
0,we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat,"['grandmas', 'oh', 'dear', 'u', 'still', 'ill', 'felt', 'shit', 'morning', 'think', 'hungover', 'another', 'night', 'leave', 'sat']",129,28,4.607142857142857
0,partys at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more,"['partys', 'place', 'usf', 'charge', 'contribute', 'way', 'greatly', 'appreciated', 'yeah', 'got', 'room', 'one']",132,28,4.714285714285714
0,why you keeping me away like this,"['keeping', 'away', 'like']",33,7,4.714285714285714
0,what time you think youll have it need to know when i should be near campus,"['time', 'think', 'youll', 'need', 'know', 'near', 'campus']",75,16,4.6875
0,daddy shu shu is looking u u wan me tell him ure not in singapore or wat,"['daddy', 'shu', 'shu', 'looking', 'u', 'u', 'wan', 'tell', 'ure', 'singapore', 'wat']",72,17,4.235294117647059
0,happened here while you were adventuring,"['happened', 'adventuring']",40,6,6.666666666666667
1,got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to p see packs or lucozadecoukwrc itcould be u,"['got', 'takes', 'take', 'part', 'wrc', 'rally', 'oz', 'u', 'lucozade', 'energy', 'text', 'rally', 'le', 'p', 'see', 'packs', 'lucozadecoukwrc', 'itcould', 'u']",138,29,4.758620689655173
0,hi this is yijue can i meet u at tmr,"['hi', 'yijue', 'meet', 'u', 'tmr']",36,10,3.6
0,finished class where are you,"['finished', 'class']",28,5,5.6
0,only send me the contents page,"['send', 'contents', 'page']",30,6,5.0
0,short but cute be a good person but dont try to prove gud mrng,"['short', 'cute', 'good', 'person', 'dont', 'try', 'prove', 'gud', 'mrng']",62,14,4.428571428571429
0,haha awesome omw back now then,"['haha', 'awesome', 'omw', 'back']",30,6,5.0
0,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends take cr da,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'ends', 'take', 'cr', 'da']",155,31,5.0
0,think i could stop by in like an hour or so my roommates looking to stock up for a trip,"['think', 'could', 'stop', 'like', 'hour', 'roommates', 'looking', 'stock', 'trip']",87,20,4.35
